module,type,name,res_id,src,value,comments
account,model_terms,"ir.ui.view,arch_db",account.view_account_reconcile_model_form,Operation Templates,Operation Templates,
account,code,addons/account/models/account_bank_statement.py,831,"Operation not allowed. Since your statement line already received a number (%s), you cannot reconcile it entirely with existing journal entries otherwise it would make a gap in the numbering. You should book an entry and make a regular revert of it in case you want to cancel it.","Operation not allowed. Since your statement line already received a number (%s), you cannot reconcile it entirely with existing journal entries otherwise it would make a gap in the numbering. You should book an entry and make a regular revert of it in case you want to cancel it.",
account,code,addons/account/models/account.py,323,Operation not supported,Operation not supported,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,Operations,Operations,
account,model,"ir.model.fields,field_description",account.field_account_account_template__nocreate,Optional Create,Optional Create,
account,model,"ir.model.fields,help",account.field_account_account__tag_ids,Optional tags you may want to assign for custom reporting,Optional tags you may want to assign for custom reporting,
account,model,"ir.model.fields,help",account.field_account_account_template__tag_ids,Optional tags you may want to assign for custom reporting,Optional tags you may want to assign for custom reporting,
account,model,"ir.model.fields,help",account.field_account_tax_report_line__code,Optional unique code to refer to this line in total formulas,Optional unique code to refer to this line in total formulas,
account,model,"ir.model.fields,field_description",account.field_account_payment_term_line__option,Options,Options,
account,model_terms,"ir.ui.view,arch_db",account.tax_adjustments_wizard,Options,Options,
account,model,"ir.model.fields,field_description",account.field_account_move__invoice_origin,Origin,Origin,
account,model,"ir.actions.report,name",account.action_account_original_vendor_bill,Original Bills,Original Bills,
account,model_terms,"ir.ui.view,arch_db",account.view_move_line_tree,Original Currency,Original Currency,
account,model_terms,"ir.ui.view,arch_db",account.view_move_line_tree_grouped,Original Currency,Original Currency,
account,model,"ir.model.fields,field_description",account.field_account_move_line__payment_id,Originator Payment,Originator Payment,
account,model,"ir.model.fields,field_description",account.field_account_move_line__tax_line_id,Originator Tax,Originator Tax,
account,model_terms,"ir.ui.view,arch_db",account.view_account_move_line_filter,Originator Tax,Originator Tax,
account,model,"ir.model.fields,field_description",account.field_account_move_line__tax_repartition_line_id,Originator Tax Repartition Line,Originator Tax Repartition Line,
account,model,"ir.model.fields,field_description",account.field_account_move_line__tax_group_id,Originator tax group,Originator tax group,
account,code,addons/account/static/src/js/account_selection.js,43,Other,Other,openerp-web
account,model,"account.account.type,name",account.data_account_type_other_income,Other Income,Other Income,
account,model_terms,"ir.ui.view,arch_db",account.view_move_form,Other Info,Other Info,
account,model,"ir.model.fields.selection,name",account.selection__account_payment_method__payment_type__outbound,Outbound,Outbound,
account,model,"ir.model.fields,field_description",account.field_account_invoice_send__mail_server_id,Outgoing mail server,Outgoing mail server,
account,model,"ir.model.fields,field_description",account.field_account_chart_template__property_stock_account_output_categ_id,Output Account for Stock Valuation,Output Account for Stock Valuation,
account,model,"ir.model.fields,field_description",account.field_res_company__property_stock_account_output_categ_id,Output Account for Stock Valuation,Output Account for Stock Valuation,
account,code,addons/account/models/account_move.py,1320,Outstanding credits,Outstanding credits,
account,code,addons/account/models/account_move.py,1323,Outstanding debits,Outstanding debits,
account,model_terms,"ir.ui.view,arch_db",account.view_account_invoice_filter,Overdue,Overdue,
account,model_terms,"ir.ui.view,arch_db",account.view_account_invoice_filter,"Overdue invoices, maturity date passed","Overdue invoices, maturity date passed",
account,model,"ir.ui.menu,name",account.menu_board_journal_1,Overview,Overview,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Package,Package,
account,model,"ir.model.fields.selection,name",account.selection__account_move__invoice_payment_state__paid,Paid,Paid,
account,model_terms,"ir.ui.view,arch_db",account.view_account_invoice_filter,Paid,Paid,
account,model_terms,"ir.ui.view,arch_db",account.view_move_form,Paid,Paid,
account,model,"mail.message.subtype,name",account.mt_invoice_paid,Paid,Paid,
account,code,addons/account/models/account_payment.py,430,Paid Invoices,Paid Invoices,
account,code,addons/account/static/src/xml/account_payment.xml,28,Paid on,Paid on,openerp-web
account,model_terms,"ir.ui.view,arch_db",account.report_invoice_document_with_payments,Paid on,Paid on,
account,model,"ir.model.fields,field_description",account.field_account_group__parent_id,Parent,Parent,
account,model,"ir.model.fields,field_description",account.field_account_root__parent_id,Parent,Parent,
account,model,"ir.model.fields,field_description",account.field_account_chart_template__parent_id,Parent Chart Template,Parent Chart Template,
account,model,"ir.model.fields,field_description",account.field_account_tax_report_line__parent_id,Parent Line,Parent Line,
account,model,"ir.model.fields,field_description",account.field_account_invoice_send__parent_id,Parent Message,Parent Message,
account,model,"ir.model.fields,field_description",account.field_account_group__parent_path,Parent Path,Parent Path,
account,model,"ir.model.fields,field_description",account.field_account_tax_report_line__parent_path,Parent Path,Parent Path,
account,model,"ir.model,name",account.model_account_partial_reconcile,Partial Reconcile,Partial Reconcile,
account,model,"ir.model.fields.selection,name",account.selection__account_move_reversal__refund_method__refund,Partial Refund,Partial Refund,
account,code,addons/account/static/src/xml/account_reconciliation.xml,337,Partner,Partner,openerp-web
account,code,addons/account/static/src/xml/account_reconciliation.xml,354,Partner,Partner,openerp-web
account,model,"ir.model.fields,field_description",account.field_account_bank_statement_line__partner_id,Partner,Partner,
account,model,"ir.model.fields,field_description",account.field_account_invoice_report__partner_id,Partner,Partner,
account,model,"ir.model.fields,field_description",account.field_account_move__partner_id,Partner,Partner,
account,model,"ir.model.fields,field_description",account.field_account_move_line__partner_id,Partner,Partner,
